problem_id,dp,constraints,machine_techniques,human_techniques,machine_solutions,correctness,follow_constraints,new_techniques,new_techniques_ratio
1895B,1,['for loop'],"['tuple', 'for loop', 'tuple', 'for loop', 'misc', 'greedy algorithm']","['while loop', 'for loop', 'tuple', 'if statement', 'sorting', 'matrix operation', 'two pointers', 'misc', 'hashmap']","import itertools
import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    xy = []
    for p in itertools.permutations(a, 2):
        for i in range(0, n, 2, 2):
            xy.append((p[i], p[i + n]))
    d = sys.maxsize
    for p in itertools.permutations(xy):
        d = min(d, sum(abs(p[i][0] - p[(i + 1)][0]) + abs(p[i][1] - p[(i + 1)][1]) for i in range(n - 1)))
    print(d)
    print(*xy, sep='\n')

",False,False,1,0.16666666666666666
1895B,2,"['for loop', 'if statement']",['for loop'],"['while loop', 'for loop', 'tuple', 'if statement', 'sorting', 'matrix operation', 'two pointers', 'misc', 'hashmap']","import sys
input = sys.stdin.readline

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    even = sorted(a[::2])
    odd = sorted(a[1::2])
    x = [even[i//2] + [odd[i//2] * (i%2*2-1) for i in range(n)]
    y = [odd[i//2] + [even[i//2] * (i%2*2-1) for i in range(n)]
    res = sum(abs(x[i]-abs(x[i-1]) + sum(abs(y[i]-abs(y[i-1])) for i in range(1, n))
    print(res)
    for i in range(n):
        print(x[i], y[i])

",False,False,0,0.0
1895B,3,"['for loop', 'if statement', 'while loop']",['for loop'],"['while loop', 'for loop', 'tuple', 'if statement', 'sorting', 'matrix operation', 'two pointers', 'misc', 'hashmap']","import sys

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        a = list(map(int, input().split()))
        a.sort()
        print(sum(a[::2] - a[1::2] + a[n-1::2] - a[n-2::2])
        print(*a[::2], *a[1::2], sep='\n')
        for i in range(2, n, 2):
            print(*a[i-1:i+1], sep='\n')
        if n%2 == 1:
            print(*a[n-2:n], sep='\n')
        print()
",False,False,0,0.0
1895B,4,"['for loop', 'if statement', 'while loop', 'sorting']",['for loop'],"['while loop', 'for loop', 'tuple', 'if statement', 'sorting', 'matrix operation', 'two pointers', 'misc', 'hashmap']","import sys

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        arr = list(map(int, input().split()))
        res = 0
        for i in range(0, 2 * n, 2):
            res += abs(arr[i] - arr[i + 1])
        print(res)
        for i in range(0, 2 * n,\2):
            print(arr[i], arr[i +\1])
",False,False,0,0.0
1895B,5,"['for loop', 'if statement', 'while loop', 'sorting', 'tuple']","['for loop', 'if statement', 'tuple']","['while loop', 'for loop', 'tuple', 'if statement', 'sorting', 'matrix operation', 'two pointers', 'misc', 'hashmap']","import sys

def solve():
    t = int(input())

    for _ in range(t):
        n = int(input())
        a = list(map(int, input().split()))
        ans = 0

        for i in range(0, 2*n, 2):
            ans += abs(a[i] - a[i+1])

        print(ans)

        for i in range(0, 2*n,\2):
            print(a[i], a[i+1])

",False,False,0,0.0
1895A,0,['this is the og problem'],"['if statement', 'for loop']","['for loop', 'if statement', 'tuple', 'hashmap', 'while loop', 'misc']","import sys
import math

def solve():
    t = int(input())
    for _ in range(t):
        x,y,k = map(int,input().split())
        if x < y:
            result = y + (max(y-x-k,0))
        else:
            result = x + (max(x-y-k,0))
        print(result)

",False,True,0,0.0
1895A,1,['if statement'],"['for loop', 'if statement']","['for loop', 'if statement', 'tuple', 'hashmap', 'while loop', 'misc']","import math

def solve():
    t = int(input())
    for _ in range(t):
        x, y, k = map(int, input().split())
        dis = abs(x - y)
        ans = 0
        if x > y:
            ans += x
        else:
            ans += y
        if dis > k:
            ans += 2 * (dis - k)
        print(ans)
",False,False,0,0.0
1895A,2,"['if statement', 'for loop']","['if statement', 'for loop', 'misc']","['for loop', 'if statement', 'tuple', 'hashmap', 'while loop', 'misc']","import math
import sys

def solve():
    t = int(input())
    for _ in range(t):
        x, y, k = map(int, input().split())
        result = 0
        if x < y:
            if k >= (y - x):
                result = y
            else:
                result = x + min(k, y - x) + 1 + (y - x - min(k, y - x))
        else:
            result = x
        print(result)
",True,False,0,0.0
1895A,3,"['if statement', 'for loop', 'matrix operation']","['if statement', 'for loop', 'misc']","['for loop', 'if statement', 'tuple', 'hashmap', 'while loop', 'misc']","def solve():
    import sys
    t = int(input())

    for _ in range(t):
        x, y, k = map(int, input().split())
        ans = 10**9
        if x  y:
            ans = min(ans, y + abs(x-y) + 1)
            ans = min(ans, y + min(k, abs(x-y)))
        elif x == y:
            ans = 0
        else:
            ans = min(ans, x + 1)
            ans = min(ans, 2 * x + 1 - min(k, x))
        print(ans)
",False,False,0,0.0
1895A,4,"['if statement', 'for loop', 'matrix operation', 'while loop']","['if statement', 'for loop']","['for loop', 'if statement', 'tuple', 'hashmap', 'while loop', 'misc']","def solve():
    t = int(input())
    for _ in range(t):
        x, y, k = map(int, input().split())
        if x < y:
            print(max(x + 1, y - x + 1))
        else:
            print(max(x - y + 2, x + 1))
",False,False,0,0.0
1895A,5,"['if statement', 'for loop', 'matrix operation', 'while loop', 'tuple']","['if statement', 'for loop']","['for loop', 'if statement', 'tuple', 'hashmap', 'while loop', 'misc']","import math

def solve():
    t = int(input())
    for _ in range(t):
        x, y, k = map(int, input().split())
        if y < x:
            print(x)
        else:
            dist = y - x
            time = dist + min(dist, k)
            time = min(time, y + (k - y) + 1)
            print(time)
",False,False,0,0.0
1894A,0,['this is the og problem'],"['for loop', 'if statement']","['for loop', 'if statement', 'misc']","import math

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        s = input().strip()
        a_wins = s.count('A')
        b_wins = n - a_wins
        if a_wins > b_wins:
            print('A')
        elif b_wins > a_wins:
            print('B')
        else:
            print('?')
",False,True,0,0.0
1894A,1,['for loop'],['for loop'],"['for loop', 'if statement', 'misc']","import sys

def solve():
    lines = input().splitlines()[::-1]
    t = int(lines[0])
    for i in range(t):
        n = int(lines[2*i+1])
        s = lines[2*i+2]
        ca, cb = s.count('A'), s.count('B')
        if ca > cb:
            print('A')
        elif ca < cb:
            print('B')
        else:
            print('?')
",False,False,0,0.0
1894A,2,"['for loop', 'if statement']","['if statement', 'for loop']","['for loop', 'if statement', 'misc']","import re

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        s = input()

        patternA = ""A*"" + ""B{1,"" + ""A*"" 
        patternB = ""B*"" + ""A{1,"" + ""B*""

        if re.fullmatch(patternA, s):
            print(""A"")
        elif re.fullmatch(patternB, s):
            print(""B"")
        else:
            print(""?"")
",False,False,0,0.0
1894A,3,"['for loop', 'if statement', 'tuple']","['for loop', 'if statement', 'misc']","['for loop', 'if statement', 'misc']","import re

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        s = input()
        sa = sum(1 for c in re.finditer(r'A', s))
        sb = n - sa
        print(""A"" if sa > sb else ""B"" if sa < sb else ""?"")
",False,False,0,0.0
1894A,4,"['for loop', 'if statement', 'tuple', 'set']","['if statement', 'for loop']","['for loop', 'if statement', 'misc']","import sys
import random
import math
import itertools
from collections import Counter, defaultdict
from functools import lru_cache

def solve():
    t = int(input())

    ans = []
    for _ in range(t):
        n = int(input())
        s = input().strip()
        A_wins = [0] * n
        B_wins = [0] * n

        for i, c in enumerate(s):
            if c == 'A':
                A_wins[i] += 1
                if A_wins[i] > A_wins[i - 1]:
                    B_wins[i:] = [0] * (n - i - 1)
            else:
                B_wins[i] += 1
                if B_wins[i] > B_wins[i - 1]:
                    A_wins[i:] = [0] * (n - i - 1)

        if max(A_wins) == max(B_wins):
            ans.append('?')
        elif max(A_wins) > max(B_wins):
            ans.append('A')
        else:
            ans.append('B')

    print('\n'.join(ans))
",False,False,0,0.0
1891A,0,['this is the og problem'],['for loop'],"['for loop', 'if statement', 'break statement', 'dictionary', 'while loop', 'set', 'tuple', 'misc', 'matrix operation', 'sorting']","import sys
import math

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        arr = list(map(int, input().split()))
        for bit in range(20, -1, -1, -1):
            zero = 0
            for i in range(2**bit):
                if i > n:
                    break
                if arr[i - 1] > arr[i]:
                    zero = 1
                    break
            if zero == 0:
                for i in range(2**bit):
                    if i > n:
                        break
                    arr[i - 1] -= 1
        print(""YES"" if all(arr[i] <= arr[i + 1] for i in range(n -1) else ""NO"")
",False,True,0,0.0
1891A,1,['if statement'],['for loop'],"['for loop', 'if statement', 'break statement', 'dictionary', 'while loop', 'set', 'tuple', 'misc', 'matrix operation', 'sorting']","import math
import sys
input = sys.stdin.readline

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        a = list(map(int,input().split()))
        k = math.ceil(math.log(n,2))
        if k == 0:
            print(""YES"")
        else:
            for i in range(k):
                for j in range(n - (1 << i)):
                    a[j] -= 1
            if a == sorted(a):
                print(""YES"")
                break
            else:
                for j in range(n - (1 << i)):
                    a[j] += 1
                if i == k - 1:
                    print(""NO"")

",False,True,0,0.0
1891A,2,"['if statement', 'for loop']","['for loop', 'if statement', 'break statement']","['for loop', 'if statement', 'break statement', 'dictionary', 'while loop', 'set', 'tuple', 'misc', 'matrix operation', 'sorting']","import sys

def solve():
    for _ in range(int(input())):
        n = int(input())
        arr = list(map(int,input().split()))
        can_sort = True
        for i in range(n-1):
            if arr[i]>arr[i+1]:
                can_sort = False
                break
        print('YES' if can_sort else 'NO')
",False,False,0,0.0
1891A,3,"['if statement', 'for loop', 'tuple']",['for loop'],"['for loop', 'if statement', 'break statement', 'dictionary', 'while loop', 'set', 'tuple', 'misc', 'matrix operation', 'sorting']","import sys
input = sys.stdin.readline

def solve():
    test = int(input())
    for _ in range(test):
        n = int(input())
        a = list(map(int,input().split()))
        while True:
            b = list(a)
            one = 2
            while one <= n:
                a = [x - 1 for x in a[:one]] + a[one:]
                one *= 2
                if a!= sorted(a):
                    b = a
            if a == sorted(a):
                print(""YES"")
                break
            else:
                print(""NO"")
                break
",False,False,0,0.0
1891A,4,"['if statement', 'for loop', 'tuple', 'while loop']","['for loop', 'if statement', 'break statement', 'matrix operation', 'misc']","['for loop', 'if statement', 'break statement', 'dictionary', 'while loop', 'set', 'tuple', 'misc', 'matrix operation', 'sorting']","import math
def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        a = list(map(int, input().split()))
        for m in range(int(math.log2(n)) + 1):
            x = [max(0, x - 1) for x in a[:2 ** m]]
            y = [min(1000, x + 1) for x in a[2 ** m:]]
            a[:2 ** m] = x
            a[2 ** m:] = y
            if all(a[i] <= a[i + 1] for i in range(n - 1)):
                print(""YES"")
                break
        else:
            print(""NO"")
",False,False,0,0.0
1891A,5,"['if statement', 'for loop', 'tuple', 'while loop', 'misc']",['for loop'],"['for loop', 'if statement', 'break statement', 'dictionary', 'while loop', 'set', 'tuple', 'misc', 'matrix operation', 'sorting']","import math

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        a = list(map(int, input().split()))
        m = int(math.log2(n - 1)) if n > 1 else 0
        while any(a[i] > a[i + 1] for i in range(len(a) - 1)):
            for i in range(min(2 ** m, n)):
                a[i] -= 1
            m -= 1
        print(""YES"" if all(a[i] <= a[i + 1] for i in range(len(a) - 1) else ""NO"")
",False,False,0,0.0
1890B,0,['this is the og problem'],"['if statement', 'for loop', 'misc', 'if statement', 'for loop', 'misc']","['if statement', 'for loop', 'break statement', 'while loop', 'misc', 'function', 'string', 'return statement', 'set', 'tuple', 'continue statement']","import re
def solve():
    T = int(input())
    for _ in range(T):
        n, m = map(int, input().split())
        s, t = input(), input()
        if re.search(r""11"", s) and re.search(r""00"", s):
            print(""No"")
        elif re.search(r""11"", s) and re.search(r""00"", t):
            if re.search(r""0{2,}1{2,}"", s):
                print(""No"")
            else:
                print(""Yes"")
        elif re.search(r""00"", s) and re.search(r""11"", t):
            if re.search(r""1{2,}0{2,}"", s):
                print(""No"")
            else:
                print(""Yes"")
        else:
            print(""Yes"")
",False,True,0,0.0
1890B,1,['for loop'],"['if statement', 'for loop', 'continue statement', 'dictionary']","['if statement', 'for loop', 'break statement', 'while loop', 'misc', 'function', 'string', 'return statement', 'set', 'tuple', 'continue statement']","import sys
import random
from collections import Counter

def solve():
    input = sys.stdin.readline
    T = int(input())
    for _ in range(T):
        n, m = map(int, input().split())
        s = input().strip()
        t = input().strip()
        c = Counter(s)
        if c['1'] >= 2:
            print(""No"")
            continue
        if c['0'] >= 2:
            print(""Yes"")
            continue
        if m == 1:
            print(""Yes"")
            continue
        if t == ""01"" or t == ""10"":
            print(""Yes"")
            continue
        print(""No"")
",False,False,1,0.25
1890B,2,"['for loop', 'while loop']",['for loop'],"['if statement', 'for loop', 'break statement', 'while loop', 'misc', 'function', 'string', 'return statement', 'set', 'tuple', 'continue statement']","import re

def solve():
    t = input()
    s = input()
    if len(re.findall(r""11|00"", s)) == 0:
        print(""Yes"")
        return
    if len(re.findall(r""10"", s)) > 0 and len(re.findall(r""01"", s)) > 0:
        print(""No"")
        return
    if t == ""00"" and len(re.findall(r""11"", s)) > 0 or t == ""11"" and len(re.findall(r""00"", s)) > 0:
        print(""No"")
        return
    print(""Yes"")
",True,False,0,0.0
1890B,3,"['for loop', 'while loop', 'tuple']","['for loop', 'if statement', 'set', 'continue statement']","['if statement', 'for loop', 'break statement', 'while loop', 'misc', 'function', 'string', 'return statement', 'set', 'tuple', 'continue statement']","import sys

def solve():
    lines = input()
    t = int(lines[0].strip())
    output = []
    index =   for _ in range(t):
        n,m = list(map(int,lines[index].strip().split()))
        index +=1
        s = lines[index].strip()
        index +=1
        t = lines[index].strip()
        index +=1

        if len(set(s)) == 1:
            output.append(""NO"")
            continue

        if len(set(t)) ==   :
            output.append(""YES"")
            continue

        if ""00"" in t or ""11"" in t:
            output.append(""YES"")
        else:
            output.append(""NO"")
    print(""\n"".join(output))

",False,False,0,0.0
1890B,4,"['for loop', 'while loop', 'tuple', 'recursion']","['for loop', 'if statement']","['if statement', 'for loop', 'break statement', 'while loop', 'misc', 'function', 'string', 'return statement', 'set', 'tuple', 'continue statement']","import sys
import math

def solve():
    input = sys.stdin.readline
    T = int(input())
    for _ in range(T):
        n, m = map(int, input().split())
        s = input().strip()
        t = input().strip()
        i = s.find(t)
        if i == -1:
            sys.stdout.write(""NO\n"")
            continue
        cnt = t.count('0') + t.count('1')
        if cnt == m:
            sys.stdout.write(""YES\n"")
        else:
            sys.stdout.write(""NO\n"")
",False,False,0,0.0
1890A,0,['this is the og problem'],"['sorting', 'if statement', 'dictionary']","['if statement', 'while loop', 'for loop', 'dictionary', 'set', 'sorting', 'hashmap', 'break statement', 'misc', 'continue statement']","import sys
from collections import Counter

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    a.sort()
    if n == 1:
        return ""Yes""
    if n == 2:
        return ""Yes"" if a[0] == a[1] else ""No""
    count = Counter(a)
    if len(count) == 2:
        num1, num2 = count.keys()
        if (num1 + num2) % 2 == 0 and (count[num1] == count[num2] or count[num1] == count[num2] + 1 or count[num1] + 1 == count[num2]):
            return ""Yes""
    return ""No""

",False,True,0,0.0
1890A,1,['if statement'],"['if statement', 'for loop', 'dictionary', 'if statement', 'for loop', 'dictionary']","['if statement', 'while loop', 'for loop', 'dictionary', 'set', 'sorting', 'hashmap', 'break statement', 'misc', 'continue statement']","from collections import Counter

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        a = list(map(int, input().split()))
        count = Counter(a)
        if len(count) == 2:
            v1, v2 = count.keys()
            c1, c2 = count.values()
            if abs(c1 - c2) <= 1:
                print(""Yes"")
                continue
        print(""No"")
",False,False,0,0.0
1890A,2,"['if statement', 'tuple']","['for loop', 'if statement', 'set', 'sorting']","['if statement', 'while loop', 'for loop', 'dictionary', 'set', 'sorting', 'hashmap', 'break statement', 'misc', 'continue statement']","import math

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        a = list(map(int, input().split()))
        a.sort()
        if len(set(a)) > 2:
            print(""No"")
        else:
            print(""Yes"")
",False,False,0,0.0
1890A,3,"['if statement', 'tuple', 'sorting']","['if statement', 'for loop', 'continue statement', 'dictionary', 'tuple']","['if statement', 'while loop', 'for loop', 'dictionary', 'set', 'sorting', 'hashmap', 'break statement', 'misc', 'continue statement']","from collections import Counter

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        a = list(map(int, input().split()))
        if n == 2:
            print('Yes' if a[0] == a[1] else 'No')
            continue
        count = Counter(a)
        values = sorted(count.values())
        if values[0] == 1:
            print('No')
            continue
        first, second = count.most_common(2)
        if first[1] + second[1] == n:
            print('Yes')
        else:
            print('No')
",False,False,1,0.2
1890A,4,"['if statement', 'tuple', 'sorting', 'for loop']","['for loop', 'if statement']","['if statement', 'while loop', 'for loop', 'dictionary', 'set', 'sorting', 'hashmap', 'break statement', 'misc', 'continue statement']","import math

def solve():
    t = int(input())

    for _ in range(t):
        n = int(input())
        a = list(map(int, input().split()))

        odd = sum(x % 2 for x in a) % 2
        if odd!= 0:
            print(""No"")
        else:
            s = sum(a)
            if s % n == 0:
                print(""Yes"")
            else:
                print(""No"")
",False,False,0,0.0
1890A,5,"['if statement', 'tuple', 'sorting', 'for loop', 'set']","['if statement', 'for loop', 'break statement']","['if statement', 'while loop', 'for loop', 'dictionary', 'set', 'sorting', 'hashmap', 'break statement', 'misc', 'continue statement']","import math

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        a = list(map(int, input().split()))
        b = min(a)
        k = 2 * b
        flag = False
        for i in range(n - 1):
            if a[i] + a[i + 1] == k:
                flag = True
                break
        if flag or n == 1:
            print(""Yes"")
        else:
            print(""No"")
",False,False,0,0.0
1886A,0,['this is the og problem'],"['for loop', 'if statement', 'break statement', 'continue statement']","['if statement', 'for loop', 'tuple', 'while loop', 'continue statement', 'misc']","import math

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        for x in range(1, n):
            for y in range(x+1, n):
                z = n - x - y
                if z > y and x % 3!= 0 and y % 3!= 0 and z % 3!= 0:
                    print(""YES"")
                    print(x, y, z)
                    break
            else:
                continue
            break
        else:
            print(""NO"")
",False,True,1,0.25
1886A,1,['if statement'],"['if statement', 'for loop']","['if statement', 'for loop', 'tuple', 'while loop', 'continue statement', 'misc']","def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        if n < 7:
            print(""NO"")
        else:
            if n % 3 == 0:
                x, y, z = 1, 2, n - 3
            elif n %3 == 1:
                x, y, z = 1, n // 3 - 1, n //3
            else:
                x, y, z = n //3 - 1, n //3, n //3
            print(""YES"")
            print(x, y, z)
",False,False,0,0.0
1886A,2,"['if statement', 'for loop']","['if statement', 'for loop']","['if statement', 'for loop', 'tuple', 'while loop', 'continue statement', 'misc']","import math
def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        if n < 7:
            print(""NO"")
        elif n%3==0:
            print(""YES"")
            print(n//3-2,n//3-1,n//3+3)
        else:
            print(""YES"")
            print(n//3,n//3+1,n//3+2)
",False,False,0,0.0
1886A,3,"['if statement', 'for loop', 'tuple']",['if statement'],"['if statement', 'for loop', 'tuple', 'while loop', 'continue statement', 'misc']","import math
def solve():
    n = int(input())
    if n < 7:
        return ""NO""
    elif n % 3== 0:
        return ""YES\n"" + str(n-7) + "" 7 1""
    else:
        return ""YES\n"" + str(n-6) + "" 2    4""
",False,False,0,0.0
